symbol,company,isin,exchange,sector
SHAWALLACE,SHAW WALLACE LTD,INE291901010,NSE,Unknown
GARWARPOLY,GARWAR POLYESTERS LTD.,INE291A01017,NSE,Unknown
KDDL,KDDL LIMITED,INE291D01011,NSE,Unknown
KDDL-RE,KDDL RE,INE291D20011,NSE,Unknown
PML,Paul Merchants Ltd.,INE291E01019,NSE,Unknown
ATHCON,Athena Constructions Limited,INE291R01011,NSE,Unknown
GLOBAL,GLOBAL EDUCATION LIMITED,INE291W01011,NSE,Unknown
GLOBAL,GLOBAL EDUCATION LIMITED,INE291W01037,NSE,Unknown
SHETRON,SHETRON LTD,INE292401010,NSE,Unknown
UTTAMVALUE,UTTAM VALUE STEELS LTD,INE292A01015,NSE,Unknown
UVSL,UTTAM VALUE STEELS LTD,INE292A01023,NSE,Unknown
HBLENGINE,HBL ENGINEERING LTD,INE292B01021,NSE,Unknown
AUROLAB,AURO LABORATORIES LTD.,INE292C01011,NSE,Unknown
ROLTA,ROLTA INDIA - DEP SETT,INE293A01013,NSE,Unknown
HAVISHA,SRI HAVISHA HOSP & INFR L,INE293B01029,NSE,Unknown
ASHRAM,ASHRAM ONLINE.COM LTD.,INE293C01019,NSE,Unknown
CROPSTER,CROPSTER AGRO LIMITED,INE293E01031,NSE,Unknown
CRSTCHM,CRESTCHEM LTD.,INE293N01016,NSE,Unknown
SHIVAJWORK,SHIVAJI WORKS LTD,INE294001016,NSE,Unknown
SHOPINVFIN,SHOPPERS  INV & FIN  CO.,INE294301010,NSE,Unknown
SHREAMBPPR,SHREE AMBESHWAR PPR MILLS,INE294501015,NSE,Unknown
BALLARPUR,BALLARPUR INDUSTRIES LTD,INE294A01037,NSE,Unknown
SMLISUZU,SML ISUZU LIMITED,INE294B01019,NSE,Unknown
RAJOIL,RAJ OIL MILLS LTD,INE294G01018,NSE,Unknown
ROML,RAJ OIL MILLS LIMITED,INE294G01026,NSE,Unknown
ROML-RE,RAJ OIL MILLS LIMITED,INE294G20018,NSE,Unknown
ANUP,THE ANUP ENGINEERING LTD,INE294Z01018,NSE,Unknown
SHREPRECOT,SHREE PRECOATED STEELS LT,INE295601012,NSE,Unknown
SHRERAJSYN,SHREE RAJASTHAN SYNTEX LT,INE295801018,NSE,Unknown
EVERESTIND,EVEREST INDUSTRIES LTD,INE295A01018,NSE,Unknown
SWOJAS,SWOJAS FOODS LIMITED,INE295B01016,NSE,Unknown
VIRATCRA,VIRAT CRANE INDUSTRIES LTD.,INE295C01014,NSE,Unknown
NACLIND,NACL INDUSTRIES LIMITED,INE295D01020,NSE,Unknown
BUTTERFLY,BTRFLY GANDHI APPL LTD,INE295F01017,NSE,Unknown
PARVATI,Parvati Sweetners and Power Lt,INE295Z01015,NSE,Unknown
SHREESYNTH,SHREE SYNTHETICS LTD,INE296201010,NSE,Unknown
BAJFINANCE,BAJAJ FINANCE LIMITED,INE296A01032,NSE,Unknown
FIBERWEB,FIBERWEB INDIA LIMITED,INE296C01020,NSE,Unknown
NOL,NATIONAL OXYGEN LTD.,INE296D01010,NSE,Unknown
RAJPALAYAM,RAJAPALAYAM MILLS LTD.,INE296E01026,NSE,Unknown
MUTHOOTCAP,MUTHOOT CAP SERV LTD,INE296G01013,NSE,Unknown
10MCSL27,MCSL-10%-19-3-27-PVT,INE296G07143,NSE,Unknown
95MCSL27,MCSL-9.5%-23-7-27-PVT,INE296G07291,NSE,Unknown
EMKAY,EMKAY GLOBAL FIN SERV LTD,INE296H01011,NSE,Unknown
MONEYBOXX,MONEYBOXX FINANCE LIMITED,INE296Q01012,NSE,Unknown
1175MBFL27,MFL-11.75%-13-3-27-PVT,INE296Q07118,NSE,Unknown
SHRIDINESH,SHRI DINESH MLLS LTD,INE297701018,NSE,Unknown
SULZER,SULZERINDIALTD,INE297C01010,NSE,Unknown
PRIMAGR,PRIMA AGRO LTD.,INE297D01018,NSE,Unknown
GALLANTT,GALLANTT ISPAT LIMITED,INE297H01019,NSE,Unknown
TIRSARJ,TIRUPATI SARJAN LTD.,INE297J01023,NSE,Unknown
SRISARALOY,SHRI ISHAR ALLOY STEELS L,INE298001012,NSE,Unknown
CUMMINSIND,CUMMINS INDIA LTD,INE298A01020,NSE,Unknown
SOUTHERNIN,SOUTHERN INFOCONSULTANTS LIMIT,INE298B01010,NSE,Unknown
RESTILE,RESTILE CERAMICS LTD.,INE298E01022,NSE,Unknown
AJMERA,AJMERA REALTY & INF I LTD,INE298G01027,NSE,Unknown
ARIES,ARIES AGRO LTD.,INE298I01015,NSE,Unknown
NAM-INDIA,NIPPON L I A M LTD,INE298J01013,NSE,Unknown
CHEMCRUX,Chemcrux Enterprises Limited,INE298W01016,NSE,Unknown
SHUKRADIAM,SHUKRA DIAMONDS EXPORTS,INE299701016,NSE,Unknown
PSIDATASYS,PSIDATASYS - DEP SETT,INE299A01010,NSE,Unknown
KGL,KARUTURI GLOBAL LIMITED,INE299C01024,NSE,Unknown
HAMPTON,HAMPTON SKY REALTY LIMITED,INE299D01022,NSE,Unknown
WAAREERTL,WAAREE RENEWABLE TECH LTD,INE299N01021,NSE,Unknown
CROMPTON,CROMPT GREA CON ELEC LTD,INE299U01018,NSE,Unknown
VIVANTA,Vivanta Industries Limited,INE299W01022,NSE,Unknown
GOODRICKE,GOODRICKE GRP LTD,INE300A01016,NSE,Unknown
INDINFO,INDIAN INFOTECH & SOFTWARE LTD,INE300B01022,NSE,Unknown
RAYMOND,RAYMOND - DEP SETT,INE301A01014,NSE,Unknown
KKALPANAIND,KKALPANA INDUSTRIES (INDIA) LT,INE301C01028,NSE,Unknown
RUBYMILLS,THE RUBY MILLS LTD,INE301D01026,NSE,Unknown
NSDL,National Securities Depository,INE301O01023,NSE,Unknown
SONISOYA,SONI SOYA PRODUCTS LTD.,INE301Z01011,NSE,Unknown
YOGOPHARM,YOGI PHARMACY LTD,INE302101014,NSE,Unknown
YUKENINDIA,YUKEN INDIA LTD,INE302501015,NSE,Unknown
EXIDEIND,EXIDE IND LTD-DEP SETT,INE302A01020,NSE,Unknown
KREONFIN,KREON FINNANCIAL SERVICES LTD.,INE302C01018,NSE,Unknown
RIR,RIR POWER ELECTRONICS LIMITED,INE302D01024,NSE,Unknown
SAKTHIFIN,SAKTHI FINANCE LTD,INE302E01014,NSE,Unknown
SFL30,SFL-08-06-30-NCD,INE302E07532,NSE,Unknown
SFL290825E,SFL-29-8-30-NCD,INE302E07938,NSE,Unknown
LINKPH,LINK PHARMA CHEM LTD.,INE302F01011,NSE,Unknown
GTNTEX,GTN TEXTILES LIMITED,INE302H01017,NSE,Unknown
PRABHAT,PRABHAT DAIRY LIMITED,INE302M01033,NSE,Unknown
HIKLASS,Hi-Klass Trading and Investmen,INE302R01024,NSE,Unknown
ZILONPHARM,ZILLION PHARMACHEM LTD,INE303501014,NSE,Unknown
WELDFLUX,UBE INDUSTRIES LTD,INE303601012,NSE,Unknown
WELMANINCA,WELLMAN INCANDESCENT (I),INE303701010,NSE,Unknown
DICIND,DIC INDIA LIMITED,INE303A01010,NSE,Unknown
KALYANKJIL,KALYAN JEWELLERS IND LTD,INE303R01014,NSE,Unknown
MUKANDLTD,MUKAND LTD.,INE304A01026,NSE,Unknown
SAVFI,SAVANI FINANCIALS LTD.,INE304E01010,NSE,Unknown
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,INE304W01038,NSE,Unknown
TFCILTD,TOURISM FINANCE CORP OF,INE305A01023,NSE,Unknown
PANAMAPET,PANAMA PETROCHEM LTD,INE305C01029,NSE,Unknown
SARUPINDUS,SARUP INDUSTRIES LTD.,INE305D01019,NSE,Unknown
SUNILHITEC,SUNIL HITECH ENGR. LTD,INE305H01028,NSE,Unknown
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,INE306A01021,NSE,Unknown
ICSA,ICSA (INDIA) LIMITED,INE306B01029,NSE,Unknown
ENERGYDEV,ENERGY DEVE. CO.LTD,INE306C01019,NSE,Unknown
SRMCL,SRI RAMAKRISHNA MILLS (COIMBAT,INE306D01017,NSE,Unknown
QUICKHEAL,QUICK HEAL TECH LTD,INE306L01010,NSE,Unknown
910TCAP28,TCAP-9.10%-27-9-28-NCD,INE306N08292,NSE,Unknown
885TCAPS29,TCAP-8.85%-26-8-29-NCD,INE306N08342,NSE,Unknown
INTELLECT,INTELLECT DESIGN ARENA,INE306R01017,NSE,Unknown
VITARACHEM,VITARA CHEMICALS LTD,INE307501010,NSE,Unknown
STDSFAC,STANDARD SURFACTANTS LTD.,INE307D01015,NSE,Unknown
ASTALLTD,ASTAL LABORATORIES LIMITED,INE307N01014,NSE,Unknown
VTCIND,V T C INDUSTRIES LTD,INE308501019,NSE,Unknown
VULCANENG,VULCAN ENGINEERS LTD,INE308701015,NSE,Unknown
NAHARPOLY,NAHAR POLY FILMS LIMITED,INE308A01027,NSE,Unknown
ERPSOFT,ERP SOFT SYSTEMS LTD.,INE308B01017,NSE,Unknown
SVPGLOB,SVP GLOBAL TEXTILES LTD,INE308E01029,NSE,Unknown
PRATIBHA,PRATIBHA INDS. LTD.,INE308H01022,NSE,Unknown
SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS,INE308N01012,NSE,Unknown
HITKITGLO,HIT KIT GLOBAL SOLUTIONS LTD.,INE309B01023,NSE,Unknown
SUGALDAM,SUGAL & DAMANI SHARE BROKERS L,INE309D01011,NSE,Unknown
VISAGAR,VISAGAR FINANCIAL SERVICES LTD,INE309H01038,NSE,Unknown
PREMIERPOL,PREMIER POLYFILMS LTD,INE309M01020,NSE,Unknown
NILKAMAL,NILKAMAL LIMITED,INE310A01015,NSE,Unknown
DANLAW,DANLAW TECHNOLOGIES INDIA LTD.,INE310B01013,NSE,Unknown
HINDCOMPOS,HINDUSTAN COMPOSITES LTD,INE310C01029,NSE,Unknown
VIKASHYB,VHEL INDUSTRIES LTD,INE311401017,NSE,Unknown
VIKRAMPROJ,VIKRAM PROJECTS LTD,INE311701010,NSE,Unknown
SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER,INE311D01017,NSE,Unknown
ELAND,E-Land Apparel Limited,INE311H01018,NSE,Unknown
SHRADDHA,SHRADDHA PRIME PROJECTS LTD,INE311M01018,NSE,Unknown
SUMUKA,Sumuka Agro Industries Limited,INE311N01016,NSE,Unknown
VINYOGCLOT,VINIYOGA CLOTHEX LTD,INE312601011,NSE,Unknown
SYNCOMF,SYNCOM FORMU (I) LTD,INE312C01025,NSE,Unknown
INOXLEISUR,INOX LEISURE LIMITED,INE312H01016,NSE,Unknown
MADHUVEER,Madhuveer Com 18 Network Limit,INE312M01016,NSE,Unknown
VIPPYSOLVX,VIPPY INDUSTRIES LTD,INE313001013,NSE,Unknown
VIRAJALLOY,VIRAJ ALLOYS LTD,INE313301017,NSE,Unknown
VIRALFILA,VIRAL FILAMENTS LTD,INE313401015,NSE,Unknown
VIRALSYNTX,VIRAL SYNTEX LTD,INE313501012,NSE,Unknown
MOHOTAIND,MOHOTA INDUSTRIES LIMITED,INE313D01013,NSE,Unknown
DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,INE313G01016,NSE,Unknown
EVEXIA,EVEXIA LIFECARE LIMITED,INE313M01030,NSE,Unknown
VEGPROFOOD,VEGEPRO FOODS AND FEEDS L,INE314301016,NSE,Unknown
VENLONPOLY,VENLON POLYSTER FILM LTD,INE314801015,NSE,Unknown
SOMATEX,SOMA TEXTILEI NDUSTRIES L,INE314C01013,NSE,Unknown
TIRUSTA,TIRUPATI STARCH & CHEMICALS LT,INE314D01011,NSE,Unknown
KALYANIFRG,KALYANI FORGE LIMITED,INE314G01014,NSE,Unknown
TECHNVISN,TechNVision Ventures Limited,INE314H01012,NSE,Unknown
NOVELIX,NOVELIX PHARMACEUTICALS LIMITE,INE314I01036,NSE,Unknown
GOKULAGRO,GOKUL AGRO RESOURCES LTD,INE314T01025,NSE,Unknown
GOKUL-RE,GOKUL AGRO RESOURCES LTD,INE314T20017,NSE,Unknown
VENUSUGAR,VENUS SUGARS LTD,INE315101019,NSE,Unknown
VICKERSYS,VICKERS SYSTEMS INTL LTD,INE315701016,NSE,Unknown
VICTGLASS,VICTORY GLASS & INDS LTD,INE315901012,NSE,Unknown
SALSAIN,SHREE SALASAR INVESTMENT LTD.,INE315N01017,NSE,Unknown
VIDANIAGRO,VIDIANI AGROTECH LTD,INE316801013,NSE,Unknown
VIDIANIENG,VIDIANI ENGINEERS LTD,INE316901011,NSE,Unknown
ECORECO,ECO RECYCLING LTD.,INE316A01038,NSE,Unknown
VERTEX,VERTEX SECURITIES LTD.,INE316D01024,NSE,Unknown
PANCHSHEEL,PANCHSHEEL ORGANICS LTD.,INE316G01019,NSE,Unknown
BHARATWIRE,BHARAT WIRE ROPES LTD.,INE316L01019,NSE,Unknown
APIL,AVI PRODUCTS INDIA LIMITED,INE316O01021,NSE,Unknown
NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,INE317B01042,NSE,Unknown
VRWODAR,V R WOODART LTD.,INE317D01014,NSE,Unknown
NESCO,NESCO LTD.,INE317F01035,NSE,Unknown
METROBRAND,METRO BRANDS LIMITED,INE317I01021,NSE,Unknown
MITSU,Mitsu Chem Plast Limited,INE317V01016,NSE,Unknown
COLAB,COLAB PLATFORMS LIMITED,INE317W01030,NSE,Unknown
PIDILITIND,PIDILITIND -DEPO (OL),INE318A01026,NSE,Unknown
SAYAJIHOTL,SAYAJI HOTELS LTD.,INE318C01014,NSE,Unknown
ZENITHSTL,ZENITH STEEL PIP IND LTD,INE318D01020,NSE,Unknown
NUTEK,NU TEK INDIA LTD,INE318J01027,NSE,Unknown
SPSL,SHREE PRECOATED STEELS LTD.,INE318K01025,NSE,Unknown
METSL,MAESTROS ELECTRONICS & TELECOM,INE318N01011,NSE,Unknown
VARUNSEA,VARUN SEACON LTD,INE319101015,NSE,Unknown
PHILIPS,PHILIPS DEPO (ODD LOT),INE319A01016,NSE,Unknown
BYKE,THE BYKE HOSPITALITY LTD,INE319B01014,NSE,Unknown
INDOEURO,INDO EURO INDCHEM LTD.,INE319N01019,NSE,Unknown
BRPL,BANSAL ROOFING PRODUCTS LTD,INE319Q01012,NSE,Unknown
MERCTRD,MERCURY TRADE LINKS LTD.,INE319T01016,NSE,Unknown
CONTAINER,Containerway International Lim,INE319U01022,NSE,Unknown
TIRUPATIFL,TIRUPATI FORGE LIMITED,INE319Y01016,NSE,Unknown
TIRUPATIFL,TIRUPATI FORGE LIMITED,INE319Y01024,NSE,Unknown
SUPREMEENG,SUPREME ENGINEERING LTD,INE319Z01013,NSE,Unknown
SUPREMEENG,SUPREME ENGINEERING LTD,INE319Z01021,NSE,Unknown
CENTUM,CENTUM ELECTRONICS LTD,INE320B01020,NSE,Unknown
BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LTD,INE320I01017,NSE,Unknown
RITES,RITES LIMITED,INE320J01015,NSE,Unknown
DHUNINV,DHUNSERI INVESTMENTS LTD,INE320L01011,NSE,Unknown
CHEMOPH,CHEMO PHARMA LABORATORIES LTD.,INE320M01019,NSE,Unknown
SMSLIFE,SMS LIFESCIENCES (I) LTD,INE320X01016,NSE,Unknown
OCCL,ORIENTAL CARBN & CHEM LTD,INE321D01016,NSE,Unknown
SONAL,Sonal Mercantile Limited,INE321M01017,NSE,Unknown
955IFSL25,IFSL-9.55%-10-11-25-NCD,INE321N07335,NSE,Unknown
IFSLNIFT26,IFSL-NIFTY50-3-4-26-PVT,INE321N07384,NSE,Unknown
DOMS,DOMS INDUSTRIES LIMITED,INE321T01012,NSE,Unknown
GILLETTE,GILLETTE INDIA L-DEP SETT,INE322A01010,NSE,Unknown
BOSCHLTD,BOSCH LIMITED,INE323A01026,NSE,Unknown
AVONMORE,AVONMORE CAP&MGT SERV LTD,INE323B01024,NSE,Unknown
AVON-RE,AVONMORE CAPITAL,INE323B20016,NSE,Unknown
INDIANHUME,INDIAN HUME PIPE CO. LTD.,INE323C01030,NSE,Unknown
POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,INE323D01020,NSE,Unknown
PURVA,PURAVANKARA LIMITED,INE323I01011,NSE,Unknown
SOMICONVEY,SOMI CONVEYOR BELT. LTD.,INE323J01019,NSE,Unknown
KABRADG,KABRA DRUGS LTD.,INE323K01017,NSE,Unknown
UNIPLAS,UNIPLAS INDIA LTD,INE324701015,NSE,Unknown
JINDALSAW,JINDAL SAW LIMITED,INE324A01032,NSE,Unknown
STERLINBIO,STERLING BIOTEC LTD,INE324C01038,NSE,Unknown
RPPINFRA,R.P.P INFRA PROJECTS LTD.,INE324L01013,NSE,Unknown
RPP-RE,R.P.P. INFRA PROJECTS-RE,INE324L20013,NSE,Unknown
SARVESHWAR,SARVESHWAR FOODS LIMITED,INE324X01018,NSE,Unknown
SARVESHWAR,SARVESHWAR FOODS LIMITED,INE324X01026,NSE,Unknown
SARVES-RE,SARVESHWAR FOODS LIMITED,INE324X20018,NSE,Unknown
TIMKEN,TIMKEN INDIA LTD.,INE325A01013,NSE,Unknown
DOLLAR,DOLLAR INDUSTRIES LIMITED,INE325C01035,NSE,Unknown
SINDHUTRAD,SINDHU TRADE LINKS LTD,INE325D01025,NSE,Unknown
AVAILFC,AVAILABLE FINANCE LTD.,INE325G01010,NSE,Unknown
RIDDHICORP,Riddhi Corporate Services Limi,INE325X01015,NSE,Unknown
LUPIN,LUPIN LIMITED,INE326A01037,NSE,Unknown
ALMONDZ,ALMONDZ GLOBAL SEC LTD,INE326B01035,NSE,Unknown
ACKNIT,ACKNIT INDUSTRIES LTD.,INE326C01017,NSE,Unknown
NIRAJISPAT,NIRAJ ISPAT IND LTD,INE326T01011,NSE,Unknown
GOLKONDA,Golkonda Aluminium Extrusions,INE327C01031,NSE,Unknown
KARANWO,KARAN WOO-SIN LTD.,INE327D01013,NSE,Unknown
SAYAJIIND,Sayaji Industries Limited,INE327G01032,NSE,Unknown
KIRLOSPNEU,KIRLOSKAR PNEU CL-DEP SET,INE328A01017,NSE,Unknown
PEETISEC,PEETI SECURITIES LTD.,INE328D01011,NSE,Unknown
ESHAMEDIA,ESHA MEDIA RESEARCH LIMITED,INE328F01016,NSE,Unknown
TRANSCOR,TRANSCORP INTERNATIONAL LTD.,INE330E01023,NSE,Unknown
RCOM,RELIANCE COMMUNICATIONS L,INE330H01018,NSE,Unknown
HAPPYFORGE,HAPPY FORGINGS LIMITED,INE330T01021,NSE,Unknown
RAMCOCEM,THE RAMCO CEMENTS LIMITED,INE331A01037,NSE,Unknown
PITTIEFIN,PITTIE FINANCE- ROLL SETT,INE331B01019,NSE,Unknown
WELCURE,WELCURE DRUGS & PHARMACEUTICAL,INE331C01017,NSE,Unknown
MSRINDIA,MSR INDIA LTD.,INE331L01026,NSE,Unknown
TRIVENSHET,TRIVENI GLASS LIMITED,INE332801013,NSE,Unknown
THOMASCOOK,THOMASCOOK-DEP SETT,INE332A01027,NSE,Unknown
REFEXRENEW,Refex Renewables & Infrastruct,INE332F01018,NSE,Unknown
POCHIRAJU,POCHIRAJU IND LTD,INE332G01032,NSE,Unknown
INDOTECH,INDO TECH TRANSFORM LTD.,INE332H01014,NSE,Unknown
KAPILRAJ,Kapil Raj Finance Ltd.,INE332Q01023,NSE,Unknown
EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,INE332S01011,NSE,Unknown
TTGIND,T T G INDUSTRIES LTD,INE333001019,NSE,Unknown
TITAGRSTEL,TITAGARH INDUSTRIES LTD,INE333501018,NSE,Unknown
INDLEASE,INDIA LEASE DEVELOPMENT LTD.,INE333C01013,NSE,Unknown
UNIQUEO,UNIQUE ORGANICS LTD.,INE333E01019,NSE,Unknown
NTL,NEUEON TOWERS LIMITED,INE333I01036,NSE,Unknown
MRCAGRO,MRC AGROTECH LIMITED,INE333Y01017,NSE,Unknown
TORRENTCAB,TORRENT CABLES LTD,INE334701013,NSE,Unknown
STERTOOLS,STERLING TOOLS LIMITED,INE334A01023,NSE,Unknown
EVERESTO,EVEREST ORGANICS LTD.,INE334C01029,NSE,Unknown
VBIND,V B INDUSTRIES LIMITED,INE334E01017,NSE,Unknown
UJJIVAN,UJJIVAN FIN. SERVC. LTD.,INE334L01012,NSE,Unknown
TPINDIA,T P I INDIA LTD,INE335601014,NSE,Unknown
SURYAROSNI,SURYA ROSHNI LTD.,INE335A01020,NSE,Unknown
JKPHARMA,JKPHARMACHEM,INE335C01018,NSE,Unknown
EXPLICITFIN,EXPLICIT FINANCE LTD.,INE335G01019,NSE,Unknown
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,INE335K01011,NSE,Unknown
GANGESSECU,GANGES SECURITIES LIMITED,INE335W01016,NSE,Unknown
PULZ,PULZ ELECTRONICS LIMITED,INE335X01014,NSE,Unknown
IRCTC,INDIAN RAIL TOUR CORP LTD,INE335Y01020,NSE,Unknown
RATHIST,RATHI STEEL & POWER LTD.,INE336C01016,NSE,Unknown
ANNAINFRA,ANNA INFRASTRUCTURES LTD.,INE336D01014,NSE,Unknown
GAYAPROJ,GAYATRI PROJECTS LTD,INE336H01023,NSE,Unknown
HUSYSLTD,HUSYS CONSULTING LTD.,INE336T01010,NSE,Unknown
TOTAL,TOTAL TRANSPORT SYS LTD,INE336X01012,NSE,Unknown
LGBBROSLTD,LG BALAKRISHNAN & BROS,INE337A01034,NSE,Unknown
VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,INE337E01010,NSE,Unknown
INDOTHAI,INDO THAI SEC LTD,INE337M01021,NSE,Unknown
TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,INE338A01024,NSE,Unknown
ASHSI,ASHIRWAD STEELS & INDUSTRIES L,INE338C01012,NSE,Unknown
BODALCHEM,BODAL CHEMICALS LTD,INE338D01028,NSE,Unknown
KLBRENG-B,KILBURN ENGINEERING LTD.,INE338F01015,NSE,Unknown
CONCORDBIO,CONCORD BIOTECH LIMITED,INE338H01029,NSE,Unknown
MOTILALOFS,MOTILAL OSWAL FIN LTD,INE338I01027,NSE,Unknown
0MOFSL27,MOFSL-ZC-9-5-27-NCD,INE338I07099,NSE,Unknown
MIVENMACH,MIVEN MACHINE TOOLS LTD.,INE338P01014,NSE,Unknown
OMFURN,OMFURN INDIA LIMITED,INE338Y01016,NSE,Unknown
EVERFIN,EVERLON FINANCIALS LIMITED,INE339D01034,NSE,Unknown
POLSON,POLSON LTD.,INE339F01021,NSE,Unknown
BIRLACORPN,BIRLA CORPORATION LTD,INE340A01012,NSE,Unknown
DUNCANENG,Duncan Engineering Limited,INE340F01011,NSE,Unknown
MMLF,MONEY MASTERS LEASING & FINANC,INE340O01021,NSE,Unknown
AUTOINT,AUTORIDERS INTERNATIONAL LTD.,INE340U01010,NSE,Unknown
CONTI,CONTINENTAL SEED CHEM LTD,INE340Z01019,NSE,Unknown
THAPARAGRO,THAPAR AGRO MILLS LTD,INE341601016,NSE,Unknown
LKPSEC,LKP Securities Limited,INE341H01023,NSE,Unknown
DTIL,DHUNSERI TEA & IND. LTD.,INE341R01014,NSE,Unknown
BHATIA,Bhatia Communications & Retail,INE341Z01025,NSE,Unknown
THAPRISPAT,THAPAR ISPAT LTD,INE342001018,NSE,Unknown
THAPARMILK,THAPAR MILK LTD,INE342101016,NSE,Unknown
PREMIER,PREMIER LIMITED,INE342A01018,NSE,Unknown
INDGELA,INDIA GELATINE & CHEMICALS LTD,INE342D01012,NSE,Unknown
NIITMTS,NIIT LEARNING SYSTEMS LTD,INE342G01023,NSE,Unknown
ZFCVINDIA,ZF COM VE CTR SYS IND LTD,INE342J01019,NSE,Unknown
1050NFL26,NFL-10.50%-18-7-26-NCD,INE342T07387,NSE,Unknown
1065NFL27,NFL-10.65%-13-3-27-NCD,INE342T07460,NSE,Unknown
925NFL26,NFL-9.25%-22-01-26-PVT,INE342T07502,NSE,Unknown
1040NFL26B,NFL-10.40%-13-2-26-PVT,INE342T07528,NSE,Unknown
1075NFL27,NFL-10.75%-31-12-27-PVT,INE342T07544,NSE,Unknown
1060NFL27,NFL-10.60%-21-5-27-PVT,INE342T07569,NSE,Unknown
1060NFL26,NFL-10.60%-10-9-26-PVT,INE342T07577,NSE,Unknown
1048NFL26,NFL-10.48%-01-06-26-PVT,INE342T07593,NSE,Unknown
1075NFL28,NFL-10.75%-19-8-28-PVT,INE342T07601,NSE,Unknown
10NFL27,NFL-10%-25-03-27-PVT,INE342T07619,NSE,Unknown
1030NFL27,NFL-10.30%-30-09-27-PVT,INE342T07635,NSE,Unknown
TANEJAERO,TANEJA AEROSPACE AND AVIA,INE343301011,NSE,Unknown
MILTONPLAS,MILTONPLAS,INE343A01016,NSE,Unknown
RAJESHEXPO,RAJESH EXPORTS LTD,INE343B01030,NSE,Unknown
GROVY,Grovy India Limited,INE343C01012,NSE,Unknown
JAIHINDPRO,JAIHIND PROJECTS LTD,INE343D01010,NSE,Unknown
BHARTIHEXA,BHARTI HEXACOM LIMITED,INE343G01021,NSE,Unknown
SOLARINDS,SOLAR INDUSTRIES (I) LTD,INE343H01029,NSE,Unknown
MEERA,Meera Industries Limited,INE343X01018,NSE,Unknown
TATADVMATL,TATA ADVANCED MATERIALS L,INE344101014,NSE,Unknown
KAMANWALA,KAMANWALA HOUSING CONSTRUCTION,INE344D01018,NSE,Unknown
SHUKJEW,SHUKRA JEWELLERS LTD.,INE344E01016,NSE,Unknown
SONALAD,SONAL ADHESIVES LTD.,INE344I01017,NSE,Unknown
INFOBEAN,INFOBEANS TECHNO. LTD.,INE344S01016,NSE,Unknown
BELLACASA,BELLA CASA FASH AND RET L,INE344T01014,NSE,Unknown
TATIASKYLN,TATIA SKYLINES AND HEALTH,INE345601012,NSE,Unknown
HINDOILEXP,HINDOILEXP,INE345A01011,NSE,Unknown
CEREBRAINT,CEREBRA INT TECH LTD,INE345B01019,NSE,Unknown
LSIND,LS INDUSTRIES LTD.,INE345D01031,NSE,Unknown
CIFL,CAPITAL INDIA FINANCE LTD,INE345H01024,NSE,Unknown
HCKKVENTURE,HCKK Ventures Limited,INE345Q01017,NSE,Unknown
GITANJALI,GITANJALI GEMS LIMITED,INE346H01014,NSE,Unknown
NCML,NILACHAL CARBO METALICKS LIMIT,INE346R01013,NSE,Unknown
APEX,APEX FROZEN FOODS LIMITED,INE346W01013,NSE,Unknown
MANGLMCEM,MANGLMCEM,INE347A01017,NSE,Unknown
RUNGTAIR,RUNGTA IRRIGATION LTD.,INE347C01013,NSE,Unknown
LERTHAI,LERTHAI FINANCE LIMITED,INE347D01011,NSE,Unknown
PETRONET,PETRONET LNG LIMITED,INE347G01014,NSE,Unknown
INDICAP,INDITRADE CAPITAL LIMITED,INE347H01012,NSE,Unknown
STARCOM,STARCOM INFORMATION TECHNOLOGY,INE347I01010,NSE,Unknown
VLL,Virat Leasing Limited,INE347L01022,NSE,Unknown
MAGADSUGAR,MAGADH SUGAR & ENERGY LTD,INE347W01011,NSE,Unknown
ASHAPURMIN,ASHAPURA MINECHEM LTD,INE348A01023,NSE,Unknown
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,INE348B01021,NSE,Unknown
MASFIN,MAS FINANCIAL SERV LTD,INE348L01012,NSE,Unknown
1075MFSL28,MFSL-10.75%-10-10-28-PVT,INE348L08082,NSE,Unknown
MANBRO,Manbro Industries Limited,INE348N01034,NSE,Unknown
NRBBEARING,NRB BEARING LTD,INE349A01021,NSE,Unknown
AVADHSUGAR,AVADH SUG & ENERGY LTD,INE349W01017,NSE,Unknown
JALAN,JALAN TRANSOLU. INDIA LTD,INE349X01015,NSE,Unknown
IDEAFORGE,IDEAFORGE TECHNO LTD,INE349Y01013,NSE,Unknown
SURYVANSPG,SURYAVANSHI SPG MILLS LTD,INE350301011,NSE,Unknown
SUVARNAQUA,SUVARNA AQUA FARMS AND EX,INE350901018,NSE,Unknown
